,full_text,clean_text,cluster
842,5 Cara Melindungi Anak dari Kekerasan Seksual di Era Digital https://t.co/C4h2V0zYE2,lindung anak keras seksual era digital,2
843,Hukuman kebiri yang dijatuhkan majelis hakim di PN Buol bukan sekadar menjadi hukuman kebiri pertama di Sulawesi Tengah. Ini juga gambaran keprihatinan atas maraknya kasus kekerasan seksual pada anak. #Nusantara #AdadiKompas\n\n https://t.co/BbQanDgZo9,hukum kebiri jatuh majelis hakim buol hukum kebiri sulawesi gambar prihatin marak keras seksual anak nusantara adadikompasnn,0
844,"@kompascom Hubungan seksual terhadap anak, dengan ataupun tanpa kekerasan adalah kekerasan seksual, dan merupakan tindak pidana.\n\nHal ini diatur Pasal 76D, Pasal 81 ayat (2) UU Perlindungan Anak dan Pasal 4 ayat (2) huruf c jo Pasal 15 huruf g UU TPKS. \n\nPersetujuan Anak tidak relevan!",hubung seksual anak keras keras seksual tindak pidanannhal atur pasal d pasal ayat uu lindung anak pasal ayat huruf c jo pasal huruf uu tpks nnpersetujuan anak relevan,2
845,"Dit. HPP I hadir dalam Rapat Panitia Pembahasan Rancangan Peraturan Pemerintah tentang Pencegahan Tindak Pidana Kekerasan Seksual serta Penanganan, Pelindungan, dan Pemulihan Korban Tindak Pidana Kekerasan Seksual \n\n#DitjenPPKemenkumham\n#KumhamSemakinPasti https://t.co/QhNRqKyX4D",dit hpp i hadir rapat panitia bahas rancang atur perintah cegah tindak pidana keras seksual tangan lindung pulih korban tindak pidana keras seksual nnditjenppkemenkumhamnkumhamsemakinpasti,2
846,"Karena dia (korban) kan ditelepon (untuk ke kontrakan pelaku), dia datang. Kalau pemerkosaan itu dari awal dia sudah enggak mau,"" kata polisi. https://t.co/JHCNN3QsKZ""",korban telepon kontra laku perkosa polisi,2
847,"@senjatanuklir Dari Film Hotline 1998 (2022), Mereka Yang Terbungkam (2021) Hingga Langit Gemuruh (2015) *Bab-bab Kekerasan Rasial dan Seksual Mei 1998 https://t.co/b1oE4AlumR https://t.co/8okongD9av",film hotline bungkam langit gemuruh babbab keras rasial seksual mei,2
848,"4 Bulan, 27 Kekerasan Seksual Anak Dilaporkan di Polresta https://t.co/7sbq6f8SU5",keras seksual anak lapor polresta,2
849,"📌 Adapun beberapa penyebab vaginismus, antara lain:\n1. Perasaan takut dan cemas untuk berhubungan seksual\n2. Ketakutan terhadap kehamilan\n3. Riwayat kekerasan seksual\n4. Pernah mengalami peristiwa traumatis",sebab vaginismus lainn asa takut cemas hubung seksualn takut kehamilann riwayat keras seksualn alami peristiwa traumatis,0
850,"Hubungan seksual terhadap anak, dengan ataupun tanpa kekerasan adalah kekerasan seksual, dan merupakan tindak pidana.\n\nHal ini diatur Pasal 76D, Pasal 81 ayat (2) UU Perlindungan Anak dan Pasal 4 ayat (2) huruf c jo Pasal 15 huruf g UU TPKS. \n\nPersetujuan Anak tidak relevan!",hubung seksual anak keras keras seksual tindak pidanannhal atur pasal d pasal ayat uu lindung anak pasal ayat huruf c jo pasal huruf uu tpks nnpersetujuan anak relevan,2
851,#BeritaSampit\nDinas P3APPKB Kalteng Sosialisasikan Undang-Undang Tindak Pidana Kekerasan Seksual  https://t.co/NhdzvtaTl5 https://t.co/xq8jL9mwl0,beritasampitndinas pappkb kalteng sosialisasi undangundang tindak pidana keras seksual,2
852,Hukuman kebiri yang dijatuhkan majelis hakim di PN Buol bukan sekadar menjadi hukuman kebiri pertama di Sulawesi Tengah. Ini juga gambaran keprihatinan atas maraknya kasus kekerasan seksual pada anak. #Nusantara #AdadiKompas\n\nhttps://t.co/poBBp0881Q,hukum kebiri jatuh majelis hakim buol hukum kebiri sulawesi gambar prihatin marak keras seksual anak nusantara adadikompasnn,0
853,"Beberapa orang menihilkan sisi gelap aktivitas seksual seperti trauma, depresi, pelecehan, bahkan kekerasan seksual. Sehingga ketika mengetahui seseorang pernah melakukan aktivitas seksual, mereka beranggapan bahwa it's pure of pleasure that can't be resist.",orang nihil sisi gelap aktivitas seksual trauma depresi leceh keras seksual aktivitas seksual anggap its pure of pleasure that cant be resist,2
854,Tindak kekerasan dan pelecehan seksual di tempat kerja merupakan pelanggaran hak asasi manusia\n\n#ham #pelecehandankekerasanseksual #pelecehanditempatkerja\n\nhttps://t.co/iRJVK4Rcm2,tindak keras leceh seksual kerja langgar hak asasi manusiannham pelecehandankekerasanseksual pelecehanditempatkerjann,2
855,@alivingtruth koyok foto pelaku kekerasan seksual,koyok foto laku keras seksual,2
856,"Tolak Konser Coldplay, Wasekjen PA 212: Kalau Nekat, Kita Kepung Bandara https://t.co/UQVWmHlRE8",tolak konser coldplay wasekjen pa nekat kepung bandara,1
857,"laki-laki Tionghoa adalah pemotongan penis; (3) Korban rusuh &amp; kekerasan seksual bkn hanya dr kalangan Tionghoa mampu, tetapi juga dari kelompok Tionghoa yg secara ekonomi dan sosial benar2 sangat miskin; (4) korban perkosaan yg berhasil diselamatkan&amp; dibawa keluar tdk semuanya",lakilaki tionghoa potong penis korban rusuh keras seksual kalang tionghoa kelompok tionghoa ekonomi sosial miskin korban perkosa hasil diselamatkanamp bawa,2
858,"Ghibah direkam = podcast\nYang di episode ini membahas kasus perselingkuhan dan juga tindak kekerasan seksual dari anaaak band!\nKalo kata Toby Morse 'One Life, One Chance', kalo kata kita mah 'One Life, One Dick!' kontrol nafsu biar kelakuan ga kaya asu!\n\nhttps://t.co/XSCHVVspBS",ghibah rekam podcastnyang episode bahas selingkuh tindak keras seksual anaaak bandnkalo toby morse one life one chance mah one life one dick kontrol nafsu biar laku kaya asunn,1
859,"4. Bukan pelanggar HAM, koruptor, atau pelaku kekerasan seksual; dan\n5. Diutamakan representasi dari kelompok rentan dan marjinal.\n\nB. Jadwal Pendaftaran\nPBHI membuka pendaftaran pelatihan sejak 15 Mei 2023-19 Mei 2023 (pukul 19.00 WIB).",langgar ham koruptor laku keras seksual dann utama representasi kelompok rentan marjinalnnb jadwal pendaftarannpbhi buka daftar latih mei mei wib,2
860,#INFO : Poster Himbauan dari Tim Satgas Pencegahan dan Penanganan Kekerasan Seksual (PPKS) UAJY.\nUntuk dimanfaatkan. https://t.co/UigxUswkGK,info poster himbauan tim satgas cegah tangan keras seksual ppks uajynuntuk manfaat,2
861,"Adakah politisi, parpol yg serius peduli soal melawan kekerasan seksual? pelecehan seksual? Dll.",ada politis parpol serius peduli lawan keras seksual leceh seksual dll,2
862,berpenampilan layaknya gembel. Jd kelompok miskin dikambinghitamkan sbg perusuh. Pdhl banyak di antara korban yg dibakar di mall2 itu adalah perempuan dan anak-anak; (2) Korban kekerasan seksual bkn hanya perempuan tetapi jg laki2 Tionghoa. Bentuk kekerasan seksual yang dialami,tampil layak jelek jd kelompok miskin dikambinghitamkan rusuh pdhl korban bakar mall perempuan anakanak korban keras seksual perempuan laki tionghoa bentuk keras seksual alami,2
863,"makanya ada pemain terindikasi melakukan kekerasan seksual tuh ya langsung take actions &amp; bantu investigasi seperti man united, ini malah......",main indikasi keras seksual tuh langsung take actions bantu investigasi man united,2
864,"TW : kekerasan seksual berbasis online\n\nSekali lg kalau ada penelitian meminta foto kita apalagi bagian tubuh tertentu atau melakukan kegiatan tdk jelas (kasus bungkus kain jarik) jangan mau. Jika sdh mengalami krn tdk sadar, bs reach out pendampingan awaskbgo/advokat kbgo lain.",tw keras seksual bas onlinennsekali teliti foto tubuh giat bungkus kain jarik alami sadar reach out damping awaskbgoadvokat kbgo,2
865,gini amat mau dpt pap tt https://t.co/u7SuVKmXRr,gin pap tt,1
866,@rinibagyo @budhihermanto @kokokdirgantoro Yg paling galak melawan Pelecehan dan Kekerasan Seksual bahkan di Pesantren-pesantren adlh Mbak Nyai @ninikwafiroh Wk Ketua Kom IX. \nMbak Nik juga salah satu penggagas UU Tindak Pidana Kekerasan Seksual.\nTapi saat ini belio lagi opname. Tepar krn kelelahan.. Semoga segera pulih.,galak lawan leceh keras seksual pesantrenpesantren mbak nyai wk ketua kom ix nmbak nik salah gagas uu tindak pidana keras seksualntapi belio opname tepar lelah moga pulih,2
867,"sorry to say. semangatnya di sini doang si. \n\ntuh ada pondok yang terduga"" menyebarkan ajaran sesat dan kekerasan seksual kok pada mingkem 🤐""",sorry to say semangat nntuh pondok duga sebar ajar sesat keras seksual mingkem,2
868,wih ternyata PN Mojokerto pernah menjatuhkan putusan hukuman kebiri kimia (tambahan) atas kasus kekerasan seksual terhadap anak.,wih mojokerto jatuh putus hukum kebiri kimia tambah keras seksual anak,0
869,@saneayaka bang boleh nanyak2 lagi bikin jurnal tentang kekerasan seksual,bang nanyak bikin jurnal keras seksual,0
870,"Pemkab Bekasi Buka Layanan Pengaduan Kekerasan Seksual di Tempat Kerja, Ini Nomornya https://t.co/IWqZyRrB9V",pemkab bekas buka layan adu keras seksual kerja nomor,2
871,"@arman_dhani Banyak generasi hari yang hari ini gatau juga kalau lo pelaku kekerasan seksual, 😃🤫 korban lo bederet",generasi laku keras seksual korban bederet,2
872,@yunantyo_yas 25 tahun lalu kita belajar dari sejarah kekejaman  itu memang ada..Puluhan ribu anak muda tewas terpanggang hidup hidup dalam mall yg terbakar..Ratusan wanita jadi korban kekerasan seksual..Turut berduka buat yg menjadi korban..,ajar sejarah kejam adapuluhan ribu anak muda tewas panggang hidup hidup mall terbakarratusan wanita korban keras seksualturut duka korban,0
873,"@BarthoSihombing @asepahm04427751 @maspieDoank @hanux_ @xaveroz85325 @CNNIndonesia Korupsi, Penonton porno, kekerasan seksual, Dll. Itu adalah kesalahan besar dosa dalam agama apapun itu.",korupsi tonton porno keras seksual dll salah dosa agama apa,0
874,"Melihat kasus-kasus ini, Magda Lomanop yang merupakan anggota Persatuan Perempuan Ha-Anim turut prihatin dan sedih atas semua tindak pidana kejahatan seksual  yang menimpa para perempuan dan anak selaku  korban kekerasan seksual.\nhttps://t.co/NITt0ZKBwO.\nPenulis: Putri Nurjannah",kasuskasus magda lomanop anggota satu perempuan haanim prihatin sedih tindak pidana jahat seksual timpa perempuan anak korban keras seksualn putri nurjannah,2
875,Anda juga dapat melihat jumlah kasus kekerasan dan kejahatan seksual di sekitar anda melalui peta di home https://t.co/1cwLEBnMW5,keras jahat seksual peta home,0
876,@kumparan Pergaulan anak jaman sekarang makin meresahkan. Hampir sebagian kasus kekerasan/kekerasan seksual pelaku masih under 20. Ngeriinya,gaul anak jaman resah kekerasankekerasan seksual laku under ngeri,2
877,"Film pendek yang menurut gua wajib ditonton oleh semua orang, film ini menceritakan kekerasan seksual (KS) 1998, yang dialami oleh etnis Tionghoa. Film ini mengambil sudut pandang dari para pendamping korban. \n\n https://t.co/C9yekdy4jq",film pendek wajib tonton orang film cerita keras seksual ks alami etnis tionghoa film ambil sudut pandang damping korban nn,2
878,"Tema demo 212 :\n\nWhen you try your best, but you don't succeed,\nWhen you get what you want, but not what you need.."" https://t.co/lGZNMH8HaA""",tema demo nnwhen you try your best but you dont succeednwhen you get what you want but not what you need,1
879,"Pencari Lowongan Kerja Perlu Tahu, Ini Tips Laporkan Kekerasan Seksual di Kantor https://t.co/RAP3vhtkPZ",cari lowong kerja tips lapor keras seksual kantor,2
880,"Pemerintah harus membuka mata dengan mengakui peristiwa ini, jangan denial terus menerus dengan tidak mengakui pernah terjadi kekerasan seksual masal dengan alasan kurangnya catatan di kepolisian.",perintah buka mata aku peristiwa denial terus aku keras seksual masal alas kurang catat polisi,2
881,"Karena perbutan itu melanggar UU Nomor 12 Tahun 2022 tentang tindak pidana kekerasan seksual di tempat kerja, di dalam adalah mengatur-ngatur naik turun jabatan melalui pemaksaan seksual,"" kata Ridwan Kamil. #BersamaJuara""",perbutan langgar uu nomor tindak pidana keras seksual kerja mengaturngatur turun jabat paksa seksual ridwan kamil bersamajuara,2
882,"@MichelAdam9191 Caores nya doyan bokep, relawan nya pernah mencabuli anak orang, wah gawat kalo sampai terpilih nanti bakal banyak perempuan trauma korban kekerasan seksual.",caores nya suka bokep rawan nya cabul anak orang gawat pilih perempuan trauma korban keras seksual,1
883,"Tragedi ini patutnya disebut Kekerasan seksual bukan pemerkosaan,karena pemerkosaan itu peristiwa masuknya penis ke vagina, tanpa persetujuan, akan tetapi pada peristiwa ini semua masuk mulai dr gorden, dll.",tragedi patut keras seksual pemerkosaankarena perkosa peristiwa masuk penis vagina tuju peristiwa masuk gorden,2
884,"“Kasus-kasus ini menyadarkan kita bahwa kekerasan seksual gencar membuntuti setiap perempuan, terlebih anak. Bahkan pelaku tidak hanya dari orang asing, melainkan orang terdekat kita sendiri,”\nhttps://t.co/AIh2wgKXjM",kasuskasus sadar keras seksual gencar buntut perempuan anak laku orang asing orang dekat sendirin,0
885,"Tonic immobility sering kali dialami oleh korban kekerasan atau pelecehan seksual. Saat kejadian berlangsung, korban akan merasa tubuhnya seketika kaku dan sulit digerakan sehingga terkesan tidak memberikan perlawanan terhadap pelaku.",tonic immobility kali alami korban keras leceh seksual jadi korban tubuh kaku sulit gera kes lawan laku,2
886,"Rudapaksa Anak Tetangga yang Masih Pelajar SD, Seorang Buruh di Makassar Terancam 15 Tahun Penjara https://t.co/SWL9LIt9DN #AnakDiBawahUmur #KekerasanSeksual #PelecehanSeksual #PemerkosaanAnak",rudapaksa anak tetangga ajar sd buruh makassar ancam penjara anakdibawahumur kekerasanseksual pelecehanseksual pemerkosaananak,0
887,"kenapa mereka diem aja ya kalo ada tindak kekerasan seksual yang terjadi di pesantren-pesantren, ustad-ustad yang melakukan pelecehan seksual",diam tindak keras seksual pesantrenpesantren ustadustad leceh seksual,2
888,Partai Perindo berbuat nyata dengan memberikan pendampingan hukum hingga psikis kepada  para korban kasus kekerasan dan pelecehan seksual\n#CelebritiesDotID #InfoCelebTerkini \nhttps://t.co/keMBZdi8jy,partai perindo buat nyata damping hukum psikis korban keras leceh seksualncelebritiesdotid infocelebterkini,2
889,"EDUKASI PENCEGAHAN KEKERASAN SEKSUAL KEPADA PELAJAR SMPN 2 DESA BATU BELAH, OLEH BPHN  https://t.co/xyLwrWdJeV",edukasi cegah keras seksual ajar smpn desa batu belah bphn,2
890,"@convomfs Inner child mh ini.\nKehilangan orangtua dan keluarga dekat.\nKekerasan fisik, emosional, dan seksual.\nDiabaikan oleh keluarga dan orang terdekat.\nPerundungan atau bullying.\nKalo kyk beli barang2 masa kecil yg blm sempet ke beli, di treat like anak kecil sma partner lo itu mh bukan",inner child mh ininkehilangan orangtua keluarga dekatnkekerasan fisik emosional seksualndiabaikan keluarga orang terdekatnperundungan bullyingnkalo beli barang sempet beli treat like anak sma partner mh,0
891,'Tidur Bareng Bos' dan Gunung Es Kekerasan Seksual yang Hantui Karyawati\nhttps://t.co/Ylya7cRymW.,tidur bareng bos gunung es keras seksual hantu karyawatin,2
892,Kapolda NTT: Sudah 12 Kasus Kekerasan Seksual di Manggarai Timur\n👇👇\n https://t.co/1XsPiNEOah https://t.co/AWWlWHMWWK,kapolda ntt keras seksual manggarai timurnn,2
893,"Pemerintah Kabupaten Bekasi, menerbitkan surat edaran (SE) pencegahan dan penanganan kekerasan seksual terhadap pekerja perempuan di tempat kerja. Aturan tersebut telah tertera dalam surat edaran bernomor TK.04.04/SE.38/Disnaker. \n\nhttps://t.co/YA5yS3crMN",perintah kabupaten bekas terbit surat edar cegah tangan keras seksual kerja perempuan kerja atur tera surat edar nomor tksedisnaker nn,2
894,"Mau ngasih masukan jugaaa, buat perlindungan kelompok minoritas, jangan lupa perlindungan u/ teman2 penyandang disabilitas &amp; isu kekerasan seksual mungkin bisa ditarik lebih jauh ke dalam kekerasan berbasis gender, jadi tdk hanya KS tapi bisa fisik, ekonomi, psikis dll. https://t.co/kDsFN8UINf",kasih masuk jugaaa lindung kelompok minoritas lupa lindung teman sandang disabilitas isu keras seksual tarik keras bas gender ks fisik ekonomi psikis,2
895,"cw // 18+, kekerasan seksual, rape, trauma, pemerkosaan, sexual violence",cewek keras seksual rape trauma perkosa sexual violence,2
896,"Pasti yang protes student laki misoginy ini. Karena Psy ga diserang. Dan soyoon diserang karena dukung korban kekerasan seksual dan orang difable, karena temenan sama drug user. temenan doang. Diserang. Psy malah make ga diserang",protes student laki misoginy psy serang soyoon serang dukung korban keras seksual orang difable temenan drug user temenan serang psy pakai serang,2
897,"Habis ngecek @bijakmemilihid, dan karena isu concern saya tentu saja soal ketenagakerjaan, mau ngasih masukan harusnya isu penciptaan lapangan kerja"" itu jangan terbatas bahas UUCK, tapi di isu industrialisasinya. Jarang soalnya isu ini dibahas sama politisi.""",habis ngecek isu concern ketenagakerjaan kasih masuk isu cipta lapang kerja batas bahas uuck isu industrialisasinya jarang isu bahas politis,2
898,Pemerintah Kabupaten Bekasi menerbitkan surat edaran bernomor TK.04.04/SE.38/Disnaker tentang pencegahan dan penanganan kekerasan seksual terhadap pekerja perempuan di tempat kerja.\n\n #Sindonews #news .https://t.co/Vgv2Qrkl04,perintah kabupaten bekas terbit surat edar nomor tksedisnaker cegah tangan keras seksual kerja perempuan kerjann sindonews news,2
899,Pemkab Bekasi Terbitkan Edaran Pencegahan Kekerasan Seksual di Perusahaan https://t.co/yqN8Ncmv94 https://t.co/dempyY9APw,pemkab bekas terbit edar cegah keras seksual usaha,2
900,"The student council of Sungkyunkwan University is under attack over the university festival invitation of indie band Se So Neon. Other artists include YB (Yoon Dohyun Band), Psy and Itzy. After the announcement, there were postings to the university's online community forum",the student council of sungkyunkwan university is under attack over the university festival invitation of indie band so neon other artists include yb yoon dohyun band psy and itzy after the announcement there were postings to the universitys online community forum,1
901,"@kolmiares @moviemenfes ada kekerasan seksual, lesbian, homo, makan tai, belum endingnya yg dikulitin kelaminnya, terus ditusuk matanya",keras seksual lesbian homo makan tahi endingnya dikulitin kelamin tusuk mata,0
902,Polrestro Jakut tangkap buron kasus kekerasan seksual di Pademangan https://t.co/pHcIddHaH7,polrestro jakut tangkap buron keras seksual pademangan,2
903,Pemkab Bekasi Terbitkan Surat Edaran Cegah Kekerasan Seksual Terhadap Pekerja Perempuan\nhttps://t.co/mrCeHPVvVK,pemkab bekas terbit surat edar cegah keras seksual kerja perempuann,2
904,"@WahyuNo79575772 @txtdarisisange ini bukan berarti bagi cowok tahan akan hal beginian yak, karena memang ada yang cewek nya sudah menahan, namun justru cowoknya yang memaksa dan itu adalah kekerasan seksual. begitupun berlaku sebaliknya, jadi ya fair2 saja..",cowok tahan yak cewek nya tahan cowok paksa keras seksual laku fair,1
905,"TW//\n\nAda buku judulnya Perawan Remaja Dalam Cengkeraman Militer, isinya tentang para perempuan usia belasan tahun yang dijanjikan Jepang untuk diberikan pendidikan ke luar negeri dengan kapal laut.\n\nFaktanya di atas kapal perempuan-perempuan ini diperkosa tentara Jepang. https://t.co/SPJdiuxERi",twnnada buku judul perawan remaja cengkeram militer isi perempuan usia bas janji jepang didik negeri kapal lautnnfaktanya kapal perempuanperempuan perkosa tentara jepang,2
906,"@kisahdunia_com Memang itu benar adanya. Lebih memperparah lagi dia bersembungi di bawah undang-undang kekerasan seksual. Atas nama sama-sama suka dia bisa seanaknya saja, mengumbar hawa nafsu. \nBahkan suami bisa dipenjarakan oleh perempuan (baca: istri)",parah sembung undangundang keras seksual nama samasama suka anak umbar hawa nafsu nbahkan suami penjara perempuan baca istri,1
907,"penggunaan trigger warning yang benar adalah sbb:\n\ntw // rape , kekerasan seksual , pemerkosaan",guna trigger warning sbbnntw rape keras seksual perkosa,2
908,"@cinnamongirlc Faktanya, para perempuan tersebut diperkosa dan disiksa oleh tentara Jepang selama perjalanan di kapal tersebut. Buku ini menggambarkan kekejaman yang dialami para perempuan dan dampak traumatis yang mereka alami sebagai korban kekerasan seksual dan pelecehan.",fakta perempuan perkosa siksa tentara jepang jalan kapal buku gambar kejam alami perempuan dampak traumatis alami korban keras seksual leceh,2
909,"Bos perusahaan di Cikarang, Jawa Barat, yang mensyaratkan staycation agar kontrak kerja diperpanjang, akhirnya dipecat. https://t.co/NixbEo0lpD",bos usaha cikarang jawa barat syarat staycation kontrak kerja panjang pecat,2
910,Manokwari dan Sorong Darurat Kekerasan Seksual Terhadap Anak https://t.co/YvW83UcsDs,manokwari sorong darurat keras seksual anak,2
911,[Talkshow - LetSS Talk] Politik Kekerasan Seksual (Mengenang Mei 1998 dan Beberapa Kasus Kekerasan Seksual Massal Lain) https://t.co/wij0ByOGxd,talkshow letss talk politik keras seksual kenang mei keras seksual massal,2
912,"There's a lot of things yg membuat gue 'sesak' ketika baca ini karena mengandung kekerasan seksual. Tentang impian dan harapan wanita yg dijanjikan untuk belajar, menempuh pendidikan, tapi tidak pernah terjadi",theres a lot of things sesak baca kandung keras seksual impi harap wanita janji ajar tempuh didik,1
913,Anda juga dapat melihat jumlah kasus kekerasan dan kejahatan seksual di sekitar anda melalui peta di home https://t.co/KohDPBPiQz,keras jahat seksual peta home,0
914,Komnas Perempuan Minta Bakal Calon Legislatif Bersih dari Kekerasan Seksual #KomnasPerempuan #KekerasanSeksual #BakalCalonLegislatif #Pkpu  https://t.co/HNgGws9ohP,komnas perempuan calon legislatif bersih keras seksual komnasperempuan kekerasanseksual bakalcalonlegislatif pkpu,2
915,"gais akun biji keramat udah balik lagi terus datangin akun sn jepang, jadi tolong bareng bareng di report ya, biar cepat prosesnya samaan jenis laporannya, semua org di twitter&gt; dilecehkan atau diintimidasi dengan kekerasan&gt; melecehkan org secara seksual",gais akun biji keramat datangin akun sn jepang tolong bareng bareng report biar cepat proses sama jenis lapor orang twittergt leceh intimidasi kekerasangt leceh orang seksual,2
916,Jadi inget mas2 yg dituduh pelaku kekerasan seksual trs dia di-PHK.\nSerem bgt si orang yang demi viral demi pansos ngancurin hidup orang lain. Sampe mutus rejeki orang lho kerugiannya. Who knows tanggungannya mas itu? Apa dia nanggung idup ibunya kah? Anaknya 3 masih kecil2 kah?,mas tuduh laku keras seksual diphknserem orang viral pansos ngancurin hidup orang sampe mutus rejeki orang lho rugi who knows tanggung mas nanggung hidup ibu kah anak kah,1
917,Mengapa Kekerasan Seksual terhadap Perempuan Disabilitas Terus Terjadi?📌\n\nhttps://t.co/34VnqkrbZj,keras seksual perempuan disabilitas terjadinn,2
918,Komnas Perempuan: Peserta Pemilu Harus Bersih dari Kasus Kekerasan Seksual https://t.co/09wvDVqCAK,komnas perempuan serta milu bersih keras seksual,2
919,"sempurna, yang tidak sempurna.\nhttps://t.co/x049MWmB6B",sempurna sempurnan,0
920,Komnas Perempuan: Peserta Pemilu Harus Bersih dari Kasus Kekerasan Seksual https://t.co/MRHqM3grIt,komnas perempuan serta milu bersih keras seksual,2
921,"Dari Film Hotline 1998 (2022), Mereka Yang Terbungkam (2021) Hingga Langit Gemuruh (2015) *Bab-bab Kekerasan Rasial dan Seksual Mei 1998 https://t.co/b1oE4AlumR",film hotline bungkam langit gemuruh babbab keras rasial seksual mei,2
922,"Ke depan TP PKK nasional harusnya bisa jadi garda terdepan dalam pengentasan stunting, penghapusan kekerasan seksual, serta advokasi hak warga negara oleh para Ibu.",tp pkk nasional garda depan entas stunting hapus keras seksual advokasi hak warga negara,2
923,"Miris, kekerasan seksual diduga menimpa seorang wanita berinisial OK (22) warga kota Baturaja saat menjaga ibunya .\n\n #Okezone . https://t.co/ZRYNOv495s",miris keras seksual duga timpa wanita inisial ok warga kota baturaja jaga ibu nn okezone,1
924,Komnas Perempuan: Peserta Pemilu Harus Bersih dari Kasus Kekerasan Seksual https://t.co/SOv0AFKOFi,komnas perempuan serta milu bersih keras seksual,2
925,Anijng babi gw bacanya kesel. Udah jadi korban kekerasan seksual menn,anijng babi baca kesal udah korban keras seksual menn,0
926,Gencarkan Pencegahan Kekerasan Seksual di Kampus https://t.co/jBkVxstWYi lewat @radarjogja,gencar cegah keras seksual kampus,2
927,Komnas Perempuan: Bakal Calon Anggota Legislatif Harus Bersih dari Kekerasan Seksual [beritaindo] https://t.co/mrEZWHz08W,komnas perempuan calon anggota legislatif bersih keras seksual beritaindo,2
928,Penanganan Kekerasan Seksual Terhadap Perempuan di Aceh Dinilai Masih Lemah https://t.co/yDHVRTRiZZ https://t.co/7WkLD0mutT,tangan keras seksual perempuan aceh nilai lemah,2
929,Anda juga dapat melihat jumlah kasus kekerasan dan kejahatan seksual di sekitar anda melalui peta di home https://t.co/3tbVJf8r9I,keras jahat seksual peta home,0
930,Komnas Perempuan: Peserta Pemilu Harus Bersih dari Kekerasan Seksual https://t.co/6V0SWTyn9g,komnas perempuan serta milu bersih keras seksual,2
931,Komnas Perempuan: Bakal Calon Anggota Legislatif Harus Bersih dari Kekerasan Seksual https://t.co/0SQYE39a8M,komnas perempuan calon anggota legislatif bersih keras seksual,2
932,Komnas Perempuan: Bakal Calon Anggota Legislatif Harus Bersih dari Kekerasan Seksual | https://t.co/iXZGS8zcJj | #terasID #beritaseindonesia https://t.co/792TPHqsw6,komnas perempuan calon anggota legislatif bersih keras seksual asid beritaseindonesia,2
933,Komnas Perempuan: Bakal Calon Anggota Legislatif Harus Bersih dari Kekerasan Seksual https://t.co/Sz0PBRETCb https://t.co/VrDZ7LpvE0,komnas perempuan calon anggota legislatif bersih keras seksual,2
934,". Tapi tergantung sih jenis trauma nya koyok gimana sama pemikiran orang ne. Kalau udh ke fisik sih beda lagi. Koyok kekerasan, pelecehan seksual ane no komen.",gantung sih jenis trauma nya koyok gimana pikir orang ne fisik sih beda koyok keras leceh seksual no komen,1
935,"@geitzeist hlo emang bener kan....klo korupsi, kekerasan seksual, kekerasan in general, intoleransi beragama kan mereka cuek2 aja...kalo udah topik 2 itu lak heboh banget",hlo kanklo korupsi keras seksual keras in general intoleransi agama cuek ajakalo topik lak heboh,0
936,standar gue yang penting bias gue ga pake narkotika dan ga ngelakuin pelecehan seksual serta ga ngelakuin kekerasan dimasa lalu. udah tiga itu sekali aja bias gue ngelakuin itu dengan sadar dan ngaku bersalah. dahh end nyari yg baru🤣 gampang ko 🤣,standar bias pakai narkotika ngelakuin leceh seksual ngelakuin keras masa bias ngelakuin sadar ngaku salah dahh end cari gampang ko,0
937,"Untuk benar-benar terlibat menghentikan atau mencegah kekerasan seksual, kita \nharus berdiri di sisi korban dengan memberi dukungan yang dibutuhkan. https://t.co/MMCgpWxKDx",benarbenar libat henti cegah keras seksual nharus diri sisi korban dukung butuh,2
938,Komnas Perempuan: Bakal Calon Anggota Legislatif Harus Bersih dari Kekerasan Seksual https://t.co/SxC1tRftNt https://t.co/npnnHFOdGC,komnas perempuan calon anggota legislatif bersih keras seksual,2
939,"@_riverheaven Utk satu kasus itu mereka picek, korban² pencabulan dan kekerasan seksual punya peluang besar masuk dalam sirkel LGBT 🤦🤷",utk picek korban cabul keras seksual peluang masuk sirkel lgbt,2
940,"Kita sudah  merekomendasikan ke kepolisian untuk menerapkan pasal pidana yang  staycation itu karena melanggar Undang-Undang Nomor 12 tahun 2022  tentang tindak pidana kekerasan seksual di tempat kerja,"" kata @ridwankamil \nhttps://t.co/lzR1oIKhTj.""",rekomendasi polisi terap pasal pidana staycation langgar undangundang nomor tindak pidana keras seksual kerja,2
941,"Lawan Kekerasan Seksual, UAJY Bentuk Satgas Khusus PPKS #beritajogja #jogja #jogjaistimewa https://t.co/UzQIr0elVq https://t.co/laEEdgJAds",lawan keras seksual uajy bentuk satgas khusus ppks beritajogja jogja jogjaistimewa,2
942,"KEMITRAAN menggelar diseminasi kertas kerja mengenai jaminan perlindungan bagi perempuan adat dari kekerasan seksual, yang mengkaji peraturan ketiga perundangan yang ada. Simak selengkapnya pada tayangan berikut\n\nhttps://t.co/ge6ckciRQe\n\n#Estungkara #PerempuanAdat #InklusiSosial",mitra gelar mas kertas kerja jamin lindung perempuan adat keras seksual kaji atur tiga undang simak lengkap tayang berikutnn perempuanadat inklusisosial,2
