full_text,clean_text,tokenized_sents,polarity_score,polarity
Amnesty Minta Negara Tak Lupa Usut Kekerasan Seksual dalam Kerusuhan Mei 1998 #TempoNasional https://t.co/zCg6U3u4zI,amnesty negara lupa usut keras seksual rusuh mei temponasional,"['amnesty', 'negara', 'lupa', 'usut', 'keras', 'seksual', 'rusuh', 'mei', 'temponasional']",-5,2
Satgas PPKS UPNVJ ini terbentuk pasca dikeluarkannya Peraturan Menteri Pendidikan dan Kebudayaan Riset dan Teknologi (Permendikbud Ristek) No. 30 Tahun 2021 tentang Pencegahan dan Penanganan Kekerasan Seksual di Lingkungan Perguruan Tinggi.,satgas ppks upnvj bentuk pasca keluar atur menteri didik budaya riset teknologi permendikbud ristek no cegah tangan keras seksual lingkung guru,"['satgas', 'ppks', 'upnvj', 'bentuk', 'pasca', 'keluar', 'atur', 'menteri', 'didik', 'budaya', 'riset', 'teknologi', 'permendikbud', 'ristek', 'no', 'cegah', 'tangan', 'keras', 'seksual', 'lingkung', 'guru']",5,1
"Pada 13-15 Mei 1998, terjadi kerusuhan besar yang terjadi di beberapa kota di Indonesia. Selama kerusuhan, terjadi penjarahan, penghancuran toko dan rumah, penganiayaan, pembunuhan, serta kekerasan seksual. https://t.co/RpbGrQwU9o",mei rusuh kota indonesia rusuh jarah hancur toko rumah aniaya bunuh keras seksual,"['mei', 'rusuh', 'kota', 'indonesia', 'rusuh', 'jarah', 'hancur', 'toko', 'rumah', 'aniaya', 'bunuh', 'keras', 'seksual']",-20,2
"@optimustist Bener kak, aku juga merasa kalo sebenernya isu pelecehan/kekerasan seksual misalnya, itu concern bersama, tapi suka males duluan untuk ikut speak up karena isu kayak gitu sering dipake liberal/feminis buat menafikan hal-hal preventif kayak menutup aurat misalnya.",bener kak isu pelecehankekerasan seksual concern suka males duluan speak up isu pakai liberalfeminis nafi halhal preventif tutup aurat,"['bener', 'kak', 'isu', 'pelecehankekerasan', 'seksual', 'concern', 'suka', 'males', 'duluan', 'speak', 'up', 'isu', 'pakai', 'liberalfeminis', 'nafi', 'halhal', 'preventif', 'tutup', 'aurat']",-2,2
THAATTT KEKERASAN SEKSUAL 😭,thaattt keras seksual,"['thaattt', 'keras', 'seksual']",0,0
Mensos Soroti Banyak Kasus Kekerasan Seksual Anak di Batang https://t.co/Wf4f2rFFYe,mensos sorot keras seksual anak batang,"['mensos', 'sorot', 'keras', 'seksual', 'anak', 'batang']",-4,2
"welcome, kazu! https://t.co/BIVCuiX0yt",welcome kazu,"['welcome', 'kazu']",4,1
"Karena dia (korban) kan ditelepon (untuk ke kontrakan pelaku), dia datang. Kalau pemerkosaan itu dari awal dia sudah enggak mau,"" kata polisi. https://t.co/JHCNN3QsKZ""",korban telepon kontra laku perkosa polisi,"['korban', 'telepon', 'kontra', 'laku', 'perkosa', 'polisi']",-4,2
Kapolres Morowali: Tidak Ada Kekerasan Seksual dalam Kasus Pembunuhan Agnes Retni Anggraeni https://t.co/17nsngkVpW,kapolres morowali keras seksual bunuh agnes retni anggraeni,"['kapolres', 'morowali', 'keras', 'seksual', 'bunuh', 'agnes', 'retni', 'anggraeni']",-5,2
STOP kekerasan dan pelecehan seksual di dunia kerja #pekerja #keptv https://t.co/m3I0FReH1N https://t.co/PSVZiob6Pf,stop keras leceh seksual dunia kerja kerja keptv,"['stop', 'keras', 'leceh', 'seksual', 'dunia', 'kerja', 'kerja', 'keptv']",-6,2
Tak sedikit yang menyebut bahwa Satgas PPKS diharapkan menjadi ruang aman untuk Keluarga Mahasiswa (Kema) UPNVJ dan menjangkau seluruh mahasiswa terkait kasus kekerasan seksual.,sebut satgas ppks harap ruang aman keluarga mahasiswa kema upnvj jangkau mahasiswa kait keras seksual,"['sebut', 'satgas', 'ppks', 'harap', 'ruang', 'aman', 'keluarga', 'mahasiswa', 'kema', 'upnvj', 'jangkau', 'mahasiswa', 'kait', 'keras', 'seksual']",-1,2
"Kekerasan dalam Pacaran bisa terjadi dalam bentuk kekerasan fisik, psikologis, seksual, dan finansial. Hal ini bisa terjadi pada siapa saja, sis &amp; bro! Dampaknya pun serius, korban bisa mengalami cedera fisik, trauma psikologis, bahkan kematian.\n\nMenurut Komnas Perempuan,… https://t.co/jjTQtEcez9",keras pacar bentuk keras fisik psikologis seksual finansial sis bro dampak serius korban alami cedera fisik trauma psikologis kematiannnmenurut komnas perempuan,"['keras', 'pacar', 'bentuk', 'keras', 'fisik', 'psikologis', 'seksual', 'finansial', 'sis', 'bro', 'dampak', 'serius', 'korban', 'alami', 'cedera', 'fisik', 'trauma', 'psikologis', 'kematiannnmenurut', 'komnas', 'perempuan']",-17,2
"Buku ini membahas banyak hal tentang pendidikan seks, serta ketidakhadiran negara dalam melindungi anak dan perempuan dalam kasus kekerasan seksual. https://t.co/gUnkXFrDwu",buku bahas didik seks ketidakhadiran negara lindung anak perempuan keras seksual,"['buku', 'bahas', 'didik', 'seks', 'ketidakhadiran', 'negara', 'lindung', 'anak', 'perempuan', 'keras', 'seksual']",6,1
Memang pengetahuan aparat kita perlu ditingkatkan urusan kekerasan seksual 🤦🏻‍♀️. Urusan apa aja sihhh 😫. Menyedihkan gini.,tahu aparat tingkat urus keras seksual urus sihhh sedih gin,"['tahu', 'aparat', 'tingkat', 'urus', 'keras', 'seksual', 'urus', 'sihhh', 'sedih', 'gin']",-7,2
"Prihatin maraknya kekerasan seksual, Risma kunjungi Batang https://t.co/S9OKyUQRq0",prihatin marak keras seksual risma kunjung batang,"['prihatin', 'marak', 'keras', 'seksual', 'risma', 'kunjung', 'batang']",-5,2
"Teman-teman politisi, tunjukan keberpihakanmu terhadap para korban kekerasan seksual !",temanteman politis tunjuk pihak korban keras seksual,"['temanteman', 'politis', 'tunjuk', 'pihak', 'korban', 'keras', 'seksual']",-7,2
"KATA Komisioner Komnas HAM, Abis Hidayat, UU TPKS mendorong banyak perempuan jadi makin tahu, sadar dan berani speak up, soal kekerasan seksual.\nhttps://t.co/7m9nutwQVx\n#KomnasHAM #TindakPidana #UUTPKS https://t.co/0L1Z8Fq32L",komisioner komnas ham abis hidayat uu tpks dorong perempuan sadar berani speak up keras seksualn tindakpidana uutpks,"['komisioner', 'komnas', 'ham', 'abis', 'hidayat', 'uu', 'tpks', 'dorong', 'perempuan', 'sadar', 'berani', 'speak', 'up', 'keras', 'seksualn', 'tindakpidana', 'uutpks']",0,0
"Melihat kasus-kasus ini, Magda Lomanop yang merupakan anggota Persatuan Perempuan Ha-Anim turut prihatin dan sedih atas semua tindak pidana kejahatan seksual  yang menimpa para perempuan dan anak selaku  korban kekerasan seksual.\nhttps://t.co/y4qHLTtNN3.\nPenulis: Putri Nurjannah",kasuskasus magda lomanop anggota satu perempuan haanim prihatin sedih tindak pidana jahat seksual timpa perempuan anak korban keras seksualn putri nurjannah,"['kasuskasus', 'magda', 'lomanop', 'anggota', 'satu', 'perempuan', 'haanim', 'prihatin', 'sedih', 'tindak', 'pidana', 'jahat', 'seksual', 'timpa', 'perempuan', 'anak', 'korban', 'keras', 'seksualn', 'putri', 'nurjannah']",-18,2
Kapan ya aparat penegak hukum kita punya pengetahuan yg memadai soal kekerasan/pelecehan seksual dan berperspektif pd korban...,aparat tegak hukum tahu pada kekerasanpelecehan seksual perspektif korban,"['aparat', 'tegak', 'hukum', 'tahu', 'pada', 'kekerasanpelecehan', 'seksual', 'perspektif', 'korban']",-10,2
"Top News Koran Rakyat Merdeka\n\nDipertanyakan Komnas Perempuan\nKok, Persyaratan Bebas Kekerasan Seksual Hilang https://t.co/8F05rndKRi",top news koran rakyat merdekanndipertanyakan komnas perempuannkok syarat bebas keras seksual hilang,"['top', 'news', 'koran', 'rakyat', 'merdekanndipertanyakan', 'komnas', 'perempuannkok', 'syarat', 'bebas', 'keras', 'seksual', 'hilang']",0,0
Hukuman kebiri yang dijatuhkan majelis hakim di PN Buol bukan sekadar menjadi hukuman kebiri pertama di Sulawesi Tengah. Ini juga gambaran keprihatinan atas maraknya kasus kekerasan seksual pada anak. #Nusantara #AdadiKompas\n\nhttps://t.co/6VfTTapuAR,hukum kebiri jatuh majelis hakim buol hukum kebiri sulawesi gambar prihatin marak keras seksual anak nusantara adadikompasnn,"['hukum', 'kebiri', 'jatuh', 'majelis', 'hakim', 'buol', 'hukum', 'kebiri', 'sulawesi', 'gambar', 'prihatin', 'marak', 'keras', 'seksual', 'anak', 'nusantara', 'adadikompasnn']",-12,2
Dosen FH UNAIR Jadi Pembicara di Pelatihan Kesadaran Gender dan Pencegahan Kekerasan Seksual \n\nhttps://t.co/0kKtgfu22J,dosen fh unair bicara latih sadar gender cegah keras seksual nn,"['dosen', 'fh', 'unair', 'bicara', 'latih', 'sadar', 'gender', 'cegah', 'keras', 'seksual', 'nn']",2,1
"Beberapa hal yang saya soroti:\n1) kasus ini jelas masuk kategori kekerasan dan pelecehan seksual, dan merupakan cerminan dari banyaknya kasus KS di tempat kerja.\n2) posisi pekerja kontrak (termasuk juga pekerja outsourcing, harian lepas, dsb) selalu lebih rentan jadi korban. https://t.co/T3sSPbexVK",sorotin masuk kategori keras leceh seksual cermin banyak ks kerjan posisi kerja kontrak kerja outsourcing hari lepas rentan korban,"['sorotin', 'masuk', 'kategori', 'keras', 'leceh', 'seksual', 'cermin', 'banyak', 'ks', 'kerjan', 'posisi', 'kerja', 'kontrak', 'kerja', 'outsourcing', 'hari', 'lepas', 'rentan', 'korban']",-12,2
5 Cara Melindungi Anak dari Kekerasan Seksual di Era Digital https://t.co/C4h2V0zYE2,lindung anak keras seksual era digital,"['lindung', 'anak', 'keras', 'seksual', 'era', 'digital']",4,1
Hukuman kebiri yang dijatuhkan majelis hakim di PN Buol bukan sekadar menjadi hukuman kebiri pertama di Sulawesi Tengah. Ini juga gambaran keprihatinan atas maraknya kasus kekerasan seksual pada anak. #Nusantara #AdadiKompas\n\n https://t.co/BbQanDgZo9,hukum kebiri jatuh majelis hakim buol hukum kebiri sulawesi gambar prihatin marak keras seksual anak nusantara adadikompasnn,"['hukum', 'kebiri', 'jatuh', 'majelis', 'hakim', 'buol', 'hukum', 'kebiri', 'sulawesi', 'gambar', 'prihatin', 'marak', 'keras', 'seksual', 'anak', 'nusantara', 'adadikompasnn']",-12,2
"@kompascom Hubungan seksual terhadap anak, dengan ataupun tanpa kekerasan adalah kekerasan seksual, dan merupakan tindak pidana.\n\nHal ini diatur Pasal 76D, Pasal 81 ayat (2) UU Perlindungan Anak dan Pasal 4 ayat (2) huruf c jo Pasal 15 huruf g UU TPKS. \n\nPersetujuan Anak tidak relevan!",hubung seksual anak keras keras seksual tindak pidanannhal atur pasal d pasal ayat uu lindung anak pasal ayat huruf c jo pasal huruf uu tpks nnpersetujuan anak relevan,"['hubung', 'seksual', 'anak', 'keras', 'keras', 'seksual', 'tindak', 'pidanannhal', 'atur', 'pasal', 'd', 'pasal', 'ayat', 'uu', 'lindung', 'anak', 'pasal', 'ayat', 'huruf', 'c', 'jo', 'pasal', 'huruf', 'uu', 'tpks', 'nnpersetujuan', 'anak', 'relevan']",-22,2
"Dit. HPP I hadir dalam Rapat Panitia Pembahasan Rancangan Peraturan Pemerintah tentang Pencegahan Tindak Pidana Kekerasan Seksual serta Penanganan, Pelindungan, dan Pemulihan Korban Tindak Pidana Kekerasan Seksual \n\n#DitjenPPKemenkumham\n#KumhamSemakinPasti https://t.co/QhNRqKyX4D",dit hpp i hadir rapat panitia bahas rancang atur perintah cegah tindak pidana keras seksual tangan lindung pulih korban tindak pidana keras seksual nnditjenppkemenkumhamnkumhamsemakinpasti,"['dit', 'hpp', 'i', 'hadir', 'rapat', 'panitia', 'bahas', 'rancang', 'atur', 'perintah', 'cegah', 'tindak', 'pidana', 'keras', 'seksual', 'tangan', 'lindung', 'pulih', 'korban', 'tindak', 'pidana', 'keras', 'seksual', 'nnditjenppkemenkumhamnkumhamsemakinpasti']",3,1
"Karena dia (korban) kan ditelepon (untuk ke kontrakan pelaku), dia datang. Kalau pemerkosaan itu dari awal dia sudah enggak mau,"" kata polisi. https://t.co/JHCNN3QsKZ""",korban telepon kontra laku perkosa polisi,"['korban', 'telepon', 'kontra', 'laku', 'perkosa', 'polisi']",-4,2
"@senjatanuklir Dari Film Hotline 1998 (2022), Mereka Yang Terbungkam (2021) Hingga Langit Gemuruh (2015) *Bab-bab Kekerasan Rasial dan Seksual Mei 1998 https://t.co/b1oE4AlumR https://t.co/8okongD9av",film hotline bungkam langit gemuruh babbab keras rasial seksual mei,"['film', 'hotline', 'bungkam', 'langit', 'gemuruh', 'babbab', 'keras', 'rasial', 'seksual', 'mei']",-6,2
"4 Bulan, 27 Kekerasan Seksual Anak Dilaporkan di Polresta https://t.co/7sbq6f8SU5",keras seksual anak lapor polresta,"['keras', 'seksual', 'anak', 'lapor', 'polresta']",2,1
"📌 Adapun beberapa penyebab vaginismus, antara lain:\n1. Perasaan takut dan cemas untuk berhubungan seksual\n2. Ketakutan terhadap kehamilan\n3. Riwayat kekerasan seksual\n4. Pernah mengalami peristiwa traumatis",sebab vaginismus lainn asa takut cemas hubung seksualn takut kehamilann riwayat keras seksualn alami peristiwa traumatis,"['sebab', 'vaginismus', 'lainn', 'asa', 'takut', 'cemas', 'hubung', 'seksualn', 'takut', 'kehamilann', 'riwayat', 'keras', 'seksualn', 'alami', 'peristiwa', 'traumatis']",-16,2
"Hubungan seksual terhadap anak, dengan ataupun tanpa kekerasan adalah kekerasan seksual, dan merupakan tindak pidana.\n\nHal ini diatur Pasal 76D, Pasal 81 ayat (2) UU Perlindungan Anak dan Pasal 4 ayat (2) huruf c jo Pasal 15 huruf g UU TPKS. \n\nPersetujuan Anak tidak relevan!",hubung seksual anak keras keras seksual tindak pidanannhal atur pasal d pasal ayat uu lindung anak pasal ayat huruf c jo pasal huruf uu tpks nnpersetujuan anak relevan,"['hubung', 'seksual', 'anak', 'keras', 'keras', 'seksual', 'tindak', 'pidanannhal', 'atur', 'pasal', 'd', 'pasal', 'ayat', 'uu', 'lindung', 'anak', 'pasal', 'ayat', 'huruf', 'c', 'jo', 'pasal', 'huruf', 'uu', 'tpks', 'nnpersetujuan', 'anak', 'relevan']",-22,2
#BeritaSampit\nDinas P3APPKB Kalteng Sosialisasikan Undang-Undang Tindak Pidana Kekerasan Seksual  https://t.co/NhdzvtaTl5 https://t.co/xq8jL9mwl0,beritasampitndinas pappkb kalteng sosialisasi undangundang tindak pidana keras seksual,"['beritasampitndinas', 'pappkb', 'kalteng', 'sosialisasi', 'undangundang', 'tindak', 'pidana', 'keras', 'seksual']",0,0
Hukuman kebiri yang dijatuhkan majelis hakim di PN Buol bukan sekadar menjadi hukuman kebiri pertama di Sulawesi Tengah. Ini juga gambaran keprihatinan atas maraknya kasus kekerasan seksual pada anak. #Nusantara #AdadiKompas\n\nhttps://t.co/poBBp0881Q,hukum kebiri jatuh majelis hakim buol hukum kebiri sulawesi gambar prihatin marak keras seksual anak nusantara adadikompasnn,"['hukum', 'kebiri', 'jatuh', 'majelis', 'hakim', 'buol', 'hukum', 'kebiri', 'sulawesi', 'gambar', 'prihatin', 'marak', 'keras', 'seksual', 'anak', 'nusantara', 'adadikompasnn']",-12,2
"Beberapa orang menihilkan sisi gelap aktivitas seksual seperti trauma, depresi, pelecehan, bahkan kekerasan seksual. Sehingga ketika mengetahui seseorang pernah melakukan aktivitas seksual, mereka beranggapan bahwa it's pure of pleasure that can't be resist.",orang nihil sisi gelap aktivitas seksual trauma depresi leceh keras seksual aktivitas seksual anggap its pure of pleasure that cant be resist,"['orang', 'nihil', 'sisi', 'gelap', 'aktivitas', 'seksual', 'trauma', 'depresi', 'leceh', 'keras', 'seksual', 'aktivitas', 'seksual', 'anggap', 'its', 'pure', 'of', 'pleasure', 'that', 'cant', 'be', 'resist']",-18,2
Tindak kekerasan dan pelecehan seksual di tempat kerja merupakan pelanggaran hak asasi manusia\n\n#ham #pelecehandankekerasanseksual #pelecehanditempatkerja\n\nhttps://t.co/iRJVK4Rcm2,tindak keras leceh seksual kerja langgar hak asasi manusiannham pelecehandankekerasanseksual pelecehanditempatkerjann,"['tindak', 'keras', 'leceh', 'seksual', 'kerja', 'langgar', 'hak', 'asasi', 'manusiannham', 'pelecehandankekerasanseksual', 'pelecehanditempatkerjann']",-5,2
@alivingtruth koyok foto pelaku kekerasan seksual,koyok foto laku keras seksual,"['koyok', 'foto', 'laku', 'keras', 'seksual']",3,1
"Tolak Konser Coldplay, Wasekjen PA 212: Kalau Nekat, Kita Kepung Bandara https://t.co/UQVWmHlRE8",tolak konser coldplay wasekjen pa nekat kepung bandara,"['tolak', 'konser', 'coldplay', 'wasekjen', 'pa', 'nekat', 'kepung', 'bandara']",-11,2
"laki-laki Tionghoa adalah pemotongan penis; (3) Korban rusuh &amp; kekerasan seksual bkn hanya dr kalangan Tionghoa mampu, tetapi juga dari kelompok Tionghoa yg secara ekonomi dan sosial benar2 sangat miskin; (4) korban perkosaan yg berhasil diselamatkan&amp; dibawa keluar tdk semuanya",lakilaki tionghoa potong penis korban rusuh keras seksual kalang tionghoa kelompok tionghoa ekonomi sosial miskin korban perkosa hasil diselamatkanamp bawa,"['lakilaki', 'tionghoa', 'potong', 'penis', 'korban', 'rusuh', 'keras', 'seksual', 'kalang', 'tionghoa', 'kelompok', 'tionghoa', 'ekonomi', 'sosial', 'miskin', 'korban', 'perkosa', 'hasil', 'diselamatkanamp', 'bawa']",-23,2
"Ghibah direkam = podcast\nYang di episode ini membahas kasus perselingkuhan dan juga tindak kekerasan seksual dari anaaak band!\nKalo kata Toby Morse 'One Life, One Chance', kalo kata kita mah 'One Life, One Dick!' kontrol nafsu biar kelakuan ga kaya asu!\n\nhttps://t.co/XSCHVVspBS",ghibah rekam podcastnyang episode bahas selingkuh tindak keras seksual anaaak bandnkalo toby morse one life one chance mah one life one dick kontrol nafsu biar laku kaya asunn,"['ghibah', 'rekam', 'podcastnyang', 'episode', 'bahas', 'selingkuh', 'tindak', 'keras', 'seksual', 'anaaak', 'bandnkalo', 'toby', 'morse', 'one', 'life', 'one', 'chance', 'mah', 'one', 'life', 'one', 'dick', 'kontrol', 'nafsu', 'biar', 'laku', 'kaya', 'asunn']",-8,2
"4. Bukan pelanggar HAM, koruptor, atau pelaku kekerasan seksual; dan\n5. Diutamakan representasi dari kelompok rentan dan marjinal.\n\nB. Jadwal Pendaftaran\nPBHI membuka pendaftaran pelatihan sejak 15 Mei 2023-19 Mei 2023 (pukul 19.00 WIB).",langgar ham koruptor laku keras seksual dann utama representasi kelompok rentan marjinalnnb jadwal pendaftarannpbhi buka daftar latih mei mei wib,"['langgar', 'ham', 'koruptor', 'laku', 'keras', 'seksual', 'dann', 'utama', 'representasi', 'kelompok', 'rentan', 'marjinalnnb', 'jadwal', 'pendaftarannpbhi', 'buka', 'daftar', 'latih', 'mei', 'mei', 'wib']",-10,2
#INFO : Poster Himbauan dari Tim Satgas Pencegahan dan Penanganan Kekerasan Seksual (PPKS) UAJY.\nUntuk dimanfaatkan. https://t.co/UigxUswkGK,info poster himbauan tim satgas cegah tangan keras seksual ppks uajynuntuk manfaat,"['info', 'poster', 'himbauan', 'tim', 'satgas', 'cegah', 'tangan', 'keras', 'seksual', 'ppks', 'uajynuntuk', 'manfaat']",-1,2
"Adakah politisi, parpol yg serius peduli soal melawan kekerasan seksual? pelecehan seksual? Dll.",ada politis parpol serius peduli lawan keras seksual leceh seksual dll,"['ada', 'politis', 'parpol', 'serius', 'peduli', 'lawan', 'keras', 'seksual', 'leceh', 'seksual', 'dll']",-9,2
berpenampilan layaknya gembel. Jd kelompok miskin dikambinghitamkan sbg perusuh. Pdhl banyak di antara korban yg dibakar di mall2 itu adalah perempuan dan anak-anak; (2) Korban kekerasan seksual bkn hanya perempuan tetapi jg laki2 Tionghoa. Bentuk kekerasan seksual yang dialami,tampil layak jelek jd kelompok miskin dikambinghitamkan rusuh pdhl korban bakar mall perempuan anakanak korban keras seksual perempuan laki tionghoa bentuk keras seksual alami,"['tampil', 'layak', 'jelek', 'jd', 'kelompok', 'miskin', 'dikambinghitamkan', 'rusuh', 'pdhl', 'korban', 'bakar', 'mall', 'perempuan', 'anakanak', 'korban', 'keras', 'seksual', 'perempuan', 'laki', 'tionghoa', 'bentuk', 'keras', 'seksual', 'alami']",-31,2
"makanya ada pemain terindikasi melakukan kekerasan seksual tuh ya langsung take actions &amp; bantu investigasi seperti man united, ini malah......",main indikasi keras seksual tuh langsung take actions bantu investigasi man united,"['main', 'indikasi', 'keras', 'seksual', 'tuh', 'langsung', 'take', 'actions', 'bantu', 'investigasi', 'man', 'united']",1,1
"TW : kekerasan seksual berbasis online\n\nSekali lg kalau ada penelitian meminta foto kita apalagi bagian tubuh tertentu atau melakukan kegiatan tdk jelas (kasus bungkus kain jarik) jangan mau. Jika sdh mengalami krn tdk sadar, bs reach out pendampingan awaskbgo/advokat kbgo lain.",tw keras seksual bas onlinennsekali teliti foto tubuh giat bungkus kain jarik alami sadar reach out damping awaskbgoadvokat kbgo,"['tw', 'keras', 'seksual', 'bas', 'onlinennsekali', 'teliti', 'foto', 'tubuh', 'giat', 'bungkus', 'kain', 'jarik', 'alami', 'sadar', 'reach', 'out', 'damping', 'awaskbgoadvokat', 'kbgo']",-2,2
gini amat mau dpt pap tt https://t.co/u7SuVKmXRr,gin pap tt,"['gin', 'pap', 'tt']",-2,2
@rinibagyo @budhihermanto @kokokdirgantoro Yg paling galak melawan Pelecehan dan Kekerasan Seksual bahkan di Pesantren-pesantren adlh Mbak Nyai @ninikwafiroh Wk Ketua Kom IX. \nMbak Nik juga salah satu penggagas UU Tindak Pidana Kekerasan Seksual.\nTapi saat ini belio lagi opname. Tepar krn kelelahan.. Semoga segera pulih.,galak lawan leceh keras seksual pesantrenpesantren mbak nyai wk ketua kom ix nmbak nik salah gagas uu tindak pidana keras seksualntapi belio opname tepar lelah moga pulih,"['galak', 'lawan', 'leceh', 'keras', 'seksual', 'pesantrenpesantren', 'mbak', 'nyai', 'wk', 'ketua', 'kom', 'ix', 'nmbak', 'nik', 'salah', 'gagas', 'uu', 'tindak', 'pidana', 'keras', 'seksualntapi', 'belio', 'opname', 'tepar', 'lelah', 'moga', 'pulih']",-10,2
"sorry to say. semangatnya di sini doang si. \n\ntuh ada pondok yang terduga"" menyebarkan ajaran sesat dan kekerasan seksual kok pada mingkem 🤐""",sorry to say semangat nntuh pondok duga sebar ajar sesat keras seksual mingkem,"['sorry', 'to', 'say', 'semangat', 'nntuh', 'pondok', 'duga', 'sebar', 'ajar', 'sesat', 'keras', 'seksual', 'mingkem']",-4,2
wih ternyata PN Mojokerto pernah menjatuhkan putusan hukuman kebiri kimia (tambahan) atas kasus kekerasan seksual terhadap anak.,wih mojokerto jatuh putus hukum kebiri kimia tambah keras seksual anak,"['wih', 'mojokerto', 'jatuh', 'putus', 'hukum', 'kebiri', 'kimia', 'tambah', 'keras', 'seksual', 'anak']",-5,2
@saneayaka bang boleh nanyak2 lagi bikin jurnal tentang kekerasan seksual,bang nanyak bikin jurnal keras seksual,"['bang', 'nanyak', 'bikin', 'jurnal', 'keras', 'seksual']",0,0
"Pemkab Bekasi Buka Layanan Pengaduan Kekerasan Seksual di Tempat Kerja, Ini Nomornya https://t.co/IWqZyRrB9V",pemkab bekas buka layan adu keras seksual kerja nomor,"['pemkab', 'bekas', 'buka', 'layan', 'adu', 'keras', 'seksual', 'kerja', 'nomor']",-2,2
"@arman_dhani Banyak generasi hari yang hari ini gatau juga kalau lo pelaku kekerasan seksual, 😃🤫 korban lo bederet",generasi laku keras seksual korban bederet,"['generasi', 'laku', 'keras', 'seksual', 'korban', 'bederet']",-7,2
@yunantyo_yas 25 tahun lalu kita belajar dari sejarah kekejaman  itu memang ada..Puluhan ribu anak muda tewas terpanggang hidup hidup dalam mall yg terbakar..Ratusan wanita jadi korban kekerasan seksual..Turut berduka buat yg menjadi korban..,ajar sejarah kejam adapuluhan ribu anak muda tewas panggang hidup hidup mall terbakarratusan wanita korban keras seksualturut duka korban,"['ajar', 'sejarah', 'kejam', 'adapuluhan', 'ribu', 'anak', 'muda', 'tewas', 'panggang', 'hidup', 'hidup', 'mall', 'terbakarratusan', 'wanita', 'korban', 'keras', 'seksualturut', 'duka', 'korban']",-25,2
"@BarthoSihombing @asepahm04427751 @maspieDoank @hanux_ @xaveroz85325 @CNNIndonesia Korupsi, Penonton porno, kekerasan seksual, Dll. Itu adalah kesalahan besar dosa dalam agama apapun itu.",korupsi tonton porno keras seksual dll salah dosa agama apa,"['korupsi', 'tonton', 'porno', 'keras', 'seksual', 'dll', 'salah', 'dosa', 'agama', 'apa']",-27,2
"Melihat kasus-kasus ini, Magda Lomanop yang merupakan anggota Persatuan Perempuan Ha-Anim turut prihatin dan sedih atas semua tindak pidana kejahatan seksual  yang menimpa para perempuan dan anak selaku  korban kekerasan seksual.\nhttps://t.co/NITt0ZKBwO.\nPenulis: Putri Nurjannah",kasuskasus magda lomanop anggota satu perempuan haanim prihatin sedih tindak pidana jahat seksual timpa perempuan anak korban keras seksualn putri nurjannah,"['kasuskasus', 'magda', 'lomanop', 'anggota', 'satu', 'perempuan', 'haanim', 'prihatin', 'sedih', 'tindak', 'pidana', 'jahat', 'seksual', 'timpa', 'perempuan', 'anak', 'korban', 'keras', 'seksualn', 'putri', 'nurjannah']",-18,2
Anda juga dapat melihat jumlah kasus kekerasan dan kejahatan seksual di sekitar anda melalui peta di home https://t.co/1cwLEBnMW5,keras jahat seksual peta home,"['keras', 'jahat', 'seksual', 'peta', 'home']",-4,2
@kumparan Pergaulan anak jaman sekarang makin meresahkan. Hampir sebagian kasus kekerasan/kekerasan seksual pelaku masih under 20. Ngeriinya,gaul anak jaman resah kekerasankekerasan seksual laku under ngeri,"['gaul', 'anak', 'jaman', 'resah', 'kekerasankekerasan', 'seksual', 'laku', 'under', 'ngeri']",-14,2
"Film pendek yang menurut gua wajib ditonton oleh semua orang, film ini menceritakan kekerasan seksual (KS) 1998, yang dialami oleh etnis Tionghoa. Film ini mengambil sudut pandang dari para pendamping korban. \n\n https://t.co/C9yekdy4jq",film pendek wajib tonton orang film cerita keras seksual ks alami etnis tionghoa film ambil sudut pandang damping korban nn,"['film', 'pendek', 'wajib', 'tonton', 'orang', 'film', 'cerita', 'keras', 'seksual', 'ks', 'alami', 'etnis', 'tionghoa', 'film', 'ambil', 'sudut', 'pandang', 'damping', 'korban', 'nn']",-19,2
"Tema demo 212 :\n\nWhen you try your best, but you don't succeed,\nWhen you get what you want, but not what you need.."" https://t.co/lGZNMH8HaA""",tema demo nnwhen you try your best but you dont succeednwhen you get what you want but not what you need,"['tema', 'demo', 'nnwhen', 'you', 'try', 'your', 'best', 'but', 'you', 'dont', 'succeednwhen', 'you', 'get', 'what', 'you', 'want', 'but', 'not', 'what', 'you', 'need']",-3,2
"Pencari Lowongan Kerja Perlu Tahu, Ini Tips Laporkan Kekerasan Seksual di Kantor https://t.co/RAP3vhtkPZ",cari lowong kerja tips lapor keras seksual kantor,"['cari', 'lowong', 'kerja', 'tips', 'lapor', 'keras', 'seksual', 'kantor']",3,1
"Pemerintah harus membuka mata dengan mengakui peristiwa ini, jangan denial terus menerus dengan tidak mengakui pernah terjadi kekerasan seksual masal dengan alasan kurangnya catatan di kepolisian.",perintah buka mata aku peristiwa denial terus aku keras seksual masal alas kurang catat polisi,"['perintah', 'buka', 'mata', 'aku', 'peristiwa', 'denial', 'terus', 'aku', 'keras', 'seksual', 'masal', 'alas', 'kurang', 'catat', 'polisi']",-3,2
